date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:39:57	56377/56377	---M-Z	200	added ('OK')	text/html	etag:%22dc39-6652d68f-c56d7f5219e1d4cd;gz%22	https://crowdytheme.com/html/saasly/booking.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/booking.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:39:57	70978/70978	---M-Z	200	added ('OK')	text/html	etag:%2211542-6652d68f-b1cea396aa36a74c;gz%22	https://crowdytheme.com/html/saasly/online-meeting.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/online-meeting.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:39:58	89970/89970	---M-Z	200	added ('OK')	text/html	etag:%2215f72-6652d68f-c706b08f6cc79ae1;gz%22	https://crowdytheme.com/html/saasly/customer-service.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/customer-service.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:39:58	54345/54345	---M-Z	200	added ('OK')	text/html	etag:%22d449-6652d68f-5172522d4f685a1;gz%22	https://crowdytheme.com/html/saasly/mobile-apps.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/mobile-apps.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:39:58	54449/54449	---M-Z	200	added ('OK')	text/html	etag:%22d4b1-6652d68f-1907e47c5b982f0a;gz%22	https://crowdytheme.com/html/saasly/marketing-automation.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/marketing-automation.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:39:59	40275/40275	---M-Z	200	added ('OK')	text/html	etag:%229d53-6652d68e-8fa2772851e9eb2;gz%22	https://crowdytheme.com/html/saasly/about.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/about.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:39:59	62028/62028	---M-Z	200	added ('OK')	text/html	etag:%22f24c-6652d68f-5dc4920d02473121;gz%22	https://crowdytheme.com/html/saasly/integration.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/integration.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:39:59	63579/63579	---M-Z	200	added ('OK')	text/html	etag:%22f85b-6652d68f-a7f3c671aedec46a;gz%22	https://crowdytheme.com/html/saasly/integration-single.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/integration-single.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:00	24487/24487	---M-Z	200	added ('OK')	text/html	etag:%225fa7-6652d68f-50f825abcd393c5b;gz%22	https://crowdytheme.com/html/saasly/contact.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/contact.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:00	21285/21285	---M-Z	200	added ('OK')	text/html	etag:%225325-6652d68e-66c16c432c877893;gz%22	https://crowdytheme.com/html/saasly/404.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/404.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:00	56378/56378	---M-Z	200	added ('OK')	text/html	etag:%22dc3a-6652d68f-ae29f85be7e47ab7;gz%22	https://crowdytheme.com/html/saasly/pricing.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/pricing.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:01	27292/27292	---M-Z	200	added ('OK')	text/html	etag:%226a9c-6652d68f-a08bdaac428799ab;gz%22	https://crowdytheme.com/html/saasly/faq.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/faq.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:01	24590/24590	---M-Z	200	added ('OK')	text/html	etag:%22600e-6652d68e-8dc5e3c534f2c103;gz%22	https://crowdytheme.com/html/saasly/all-template.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/all-template.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:01	25302/25302	---M-Z	200	added ('OK')	text/html	etag:%2262d6-6652d68f-fb7f2898b32599a5;gz%22	https://crowdytheme.com/html/saasly/team.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/team.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:02	44480/44480	---M-Z	200	added ('OK')	text/html	etag:%22adc0-6652d68f-15eca8506c1e9532;gz%22	https://crowdytheme.com/html/saasly/privacy-policy.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/privacy-policy.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:02	27373/27373	---M-Z	200	added ('OK')	text/html	etag:%226aed-6652d68f-81c2dcfcbc2aed99;gz%22	https://crowdytheme.com/html/saasly/blog.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/blog.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:02	31894/31894	---M-Z	200	added ('OK')	text/html	etag:%227c96-6652d68f-9eaaab08eb574fb0;gz%22	https://crowdytheme.com/html/saasly/blog-details.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/blog-details.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:03	70978/70978	---M-Z	200	added ('OK')	text/html	etag:%2211542-6652d68f-92cbddfa4b42f73a;gz%22	https://crowdytheme.com/html/saasly/index.html	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/index.html	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:03	1880/1880	---M--	200	added ('OK')	image/webp	etag:%22758-6652d68e-7da99d0bdbfd7162;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/logo/logo-yellow.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/logo/logo-yellow.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:04	1538/1538	---M--	200	added ('OK')	image/webp	etag:%22602-6652d68e-63068b117afbabd1;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/logo/logo-13.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/logo/logo-13.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:05	1428/1428	---M--	200	added ('OK')	image/webp	etag:%22594-6652d68e-d3e8d0531b63dc5b;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/shape/shape-r-2.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/shape/shape-r-2.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:06	2098/2098	---M--	200	added ('OK')	image/webp	etag:%22832-6652d68e-c327502f63f7ec15;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-1.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-1.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:07	2386/2386	---M--	200	added ('OK')	image/webp	etag:%22952-6652d68e-34329363457b48a;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-2.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-2.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:07	20365/20365	---M--	200	added ('OK')	image/png	etag:%224f8d-6652d68e-75ed2a879c34991a;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-92.png	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-92.png	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:07	2548/2548	---M--	200	added ('OK')	image/webp	etag:%229f4-6652d68e-1fd22ee0eca46001;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/brand/img-r-7.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/brand/img-r-7.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:07	1400/1400	---M--	200	added ('OK')	image/webp	etag:%22578-6652d68e-8c57d79384744ad;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/brand/img-r-4.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/brand/img-r-4.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:08	1424/1424	---M--	200	added ('OK')	image/webp	etag:%22590-6652d68e-629e4c40444f816d;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/brand/img-r-5.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/brand/img-r-5.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:08	1562/1562	---M--	200	added ('OK')	image/webp	etag:%2261a-6652d68e-f42792e3b5426186;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/brand/img-r-6.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/brand/img-r-6.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:08	1942/1942	---M--	200	added ('OK')	image/webp	etag:%22796-6652d68e-ee83b6c577f9bc8d;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/brand/img-r-3.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/brand/img-r-3.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:08	1144/1144	---M--	200	added ('OK')	image/webp	etag:%22478-6652d68e-2e1e1968ff0895b9;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/brand/img-r-2.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/brand/img-r-2.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:09	8216/8216	---M--	200	added ('OK')	image/webp	etag:%222018-6652d68e-6110c3cce1bf03af;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-3.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-3.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:09	2452/2452	---M--	200	added ('OK')	image/webp	etag:%22994-6652d68e-8704d92ecebd4cd6;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-4.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-4.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:09	1372/1372	---M--	200	added ('OK')	image/webp	etag:%2255c-6652d68e-70c641da6c70b5c8;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-1.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-1.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:10	48530/48530	---M--	200	added ('OK')	image/webp	etag:%22bd92-6652d68e-5ab0bfd1aaab75d1;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-5.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-5.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:10	682/682	---M--	200	added ('OK')	image/webp	etag:%222aa-6652d68e-c2bbda87f21c5f14;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/arrow.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/arrow.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:10	1568/1568	---M--	200	added ('OK')	image/webp	etag:%22620-6652d68e-4917ee09bec6ea;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-2.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-2.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:10	1840/1840	---M--	200	added ('OK')	image/webp	etag:%22730-6652d68e-75342d15ab2c31de;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-3.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-3.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:11	1822/1822	---M--	200	added ('OK')	image/webp	etag:%2271e-6652d68e-defd47221f6f6e73;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-4.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-4.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:11	17404/17404	---M--	200	added ('OK')	image/webp	etag:%2243fc-6652d68e-358b95ca4c53e662;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-6.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-6.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:11	1916/1916	---M--	200	added ('OK')	image/webp	etag:%2277c-6652d68e-53250bf25c208ac2;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/shape/shape-r-4.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/shape/shape-r-4.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:11	1562/1562	---M--	200	added ('OK')	image/webp	etag:%2261a-6652d68e-b67726d58954a311;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/shape/shape-r-3.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/shape/shape-r-3.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:12	880/880	---M--	200	added ('OK')	image/webp	etag:%22370-6652d68e-41e4dee07f17e0b6;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-5.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-5.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:12	898/898	---M--	200	added ('OK')	image/webp	etag:%22382-6652d68e-14a7783d2f576040;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-6.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/icon-r-6.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:12	14022/14022	---M--	200	added ('OK')	image/webp	etag:%2236c6-6652d68e-ff37b691b7fef94f;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-7.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-7.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:12	3620/3620	---M--	200	added ('OK')	image/webp	etag:%22e24-6652d68e-66e6e62cf992a06;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-8.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-8.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:13	39856/39856	---M--	200	added ('OK')	image/webp	etag:%229bb0-6652d68e-ef0919e85a49d2d9;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-9.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/gallery/img-r-9.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:13	676/676	---M--	200	added ('OK')	image/webp	etag:%222a4-6652d68e-feb750386c67a6d7;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/email.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/email.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:13	1148/1148	---M--	200	added ('OK')	image/webp	etag:%2247c-6652d68e-1b23d27e2c176939;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/client/img-s-5.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/client/img-s-5.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:13	738/738	---M--	200	added ('OK')	image/webp	etag:%222e2-6652d68e-c1fe8e09df867b4b;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/rating-star.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/rating-star.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:14	1398/1398	---M--	200	added ('OK')	image/webp	etag:%22576-6652d68e-7d92571d210f08ec;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/client/img-s-6.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/client/img-s-6.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:14	1726/1726	---M--	200	added ('OK')	image/webp	etag:%226be-6652d68e-9bc4c2eacf9e1790;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/client/img-s-7.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/client/img-s-7.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:14	1342/1342	---M--	200	added ('OK')	image/webp	etag:%2253e-6652d68e-f8178789c799ff80;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/client/img-s-8.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/client/img-s-8.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:15	1472/1472	---M--	200	added ('OK')	image/webp	etag:%225c0-6652d68e-c9f049f0a18dfdfa;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/client/img-s-9.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/client/img-s-9.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:15	1462/1462	---M--	200	added ('OK')	image/webp	etag:%225b6-6652d68e-9f3a3a25d159091b;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/client/img-s-10.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/client/img-s-10.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:15	1110/1110	---M--	200	added ('OK')	image/webp	etag:%22456-6652d68e-e1b98b7fc702079d;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/shape/shape-r-6.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/shape/shape-r-6.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:15	896/896	---M--	200	added ('OK')	image/webp	etag:%22380-6652d68e-977599c079b185db;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/cross-border.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/cross-border.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:16	904/904	---M--	200	added ('OK')	image/webp	etag:%22388-6652d68e-536ce07752c85e91;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/check-border.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/check-border.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:16	2454/2454	---M--	200	added ('OK')	image/webp	etag:%22996-6652d68e-484b24a52be6225d;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/logo/logo-14.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/logo/logo-14.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:16	618/618	---M--	200	added ('OK')	image/webp	etag:%2226a-6652d68e-a36399f4469d9e1a;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/icon/cross.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/icon/cross.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:16	1922/1922	---M--	200	added ('OK')	image/webp	etag:%22782-6652d68e-f86ea64fd9d84a6b;;;%22	https://crowdytheme.com/html/saasly/assets/imgs/shape/shape-s-55.webp	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/imgs/shape/shape-s-55.webp	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:17	89523/89523	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215db3-6652d68f-303fa6587bedf2e8;gz%22	https://crowdytheme.com/html/saasly/assets/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/js/jquery-3.6.0.min.js	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:17	79698/79698	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213752-6652d68f-b5452599fc791e00;gz%22	https://crowdytheme.com/html/saasly/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/js/bootstrap.bundle.min.js	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:17	9856223/9856223	---M--	200	added ('OK')	video/mp4	etag:%229664df-6652d68f-dcc284f5638670e4;;;%22	https://crowdytheme.com/html/saasly/assets/video/video.mp4	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/video/video.mp4	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:17	20219/20219	---M-Z	200	added ('OK')	application/x-javascript	etag:%224efb-6652d68f-17af1e0f4aefeb67;gz%22	https://crowdytheme.com/html/saasly/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/js/jquery.magnific-popup.min.js	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:18	142366/142366	---M-Z	200	added ('OK')	application/x-javascript	etag:%2222c1e-6652d68f-dae33cc06959fbff;gz%22	https://crowdytheme.com/html/saasly/assets/js/swiper-bundle.min.js	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/js/swiper-bundle.min.js	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:18	1928/1928	---M-Z	200	added ('OK')	application/x-javascript	etag:%22788-6652d68f-7ab8519fcdbfa3e2;gz%22	https://crowdytheme.com/html/saasly/assets/js/counter.js	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/js/counter.js	(from https://crowdytheme.com/html/saasly/crm.html)
21:40:18	71184/71184	---M-Z	200	added ('OK')	application/x-javascript	etag:%2211610-6652d68f-51a421d9adf4f231;gz%22	https://crowdytheme.com/html/saasly/assets/js/gsap.min.js	C:/My%20Web%20Sites/saasly/crowdytheme.com/html/saasly/assets/js/gsap.min.js	(from https://crowdytheme.com/html/saasly/crm.html)
